CGG_NM,STDG_NM,BLDG_USG,평균전세가_만원,거래건수
송파구,방이동,연립다세대,27897.0,479
송파구,방이동,오피스텔,29549.4,274
송파구,삼전동,단독다가구,18462.4,69
송파구,삼전동,아파트,50428.3,15
송파구,삼전동,연립다세대,25958.0,439
송파구,삼전동,오피스텔,25733.3,24
송파구,석촌동,단독다가구,20613.7,55
송파구,석촌동,아파트,63457.7,47
송파구,석촌동,연립다세대,25491.3,492
송파구,석촌동,오피스텔,24940.0,16
송파구,송파동,단독다가구,20166.5,61
송파구,송파동,아파트,72978.4,272
송파구,송파동,연립다세대,27112.4,391
송파구,송파동,오피스텔,32273.9,15
송파구,신천동,아파트,94891.6,641
송파구,신천동,오피스텔,47026.9,13
송파구,오금동,단독다가구,19379.3,29
송파구,오금동,아파트,59567.7,372
송파구,오금동,연립다세대,26895.2,181
송파구,오금동,오피스텔,22889.6,12
송파구,잠실동,단독다가구,21588.0,65
송파구,잠실동,아파트,102108.9,1215
송파구,잠실동,연립다세대,26828.0,477
송파구,잠실동,오피스텔,31175.8,69
송파구,장지동,아파트,62647.4,857
송파구,풍납동,단독다가구,15024.9,77
송파구,풍납동,아파트,62089.7,333
송파구,풍납동,연립다세대,23150.5,64
양천구,목동,단독다가구,18575.7,105
양천구,목동,아파트,75391.3,1283
양천구,목동,연립다세대,21137.7,853
양천구,목동,오피스텔,56912.1,207
양천구,신월동,단독다가구,9830.1,110
양천구,신월동,아파트,44089.3,743
양천구,신월동,연립다세대,14221.8,512
양천구,신월동,오피스텔,24009.3,30
양천구,신정동,단독다가구,14927.3,149
양천구,신정동,아파트,57094.5,1943
양천구,신정동,연립다세대,19957.0,303
양천구,신정동,오피스텔,35116.0,142
영등포구,당산동,단독다가구,29000.0,1
영등포구,당산동,아파트,51180.2,91
영등포구,당산동,연립다세대,20471.4,42
영등포구,당산동,오피스텔,21360.8,107
영등포구,당산동1가,단독다가구,13658.5,26
영등포구,당산동1가,아파트,56820.0,31
영등포구,당산동1가,연립다세대,25261.1,37
영등포구,당산동1가,오피스텔,29214.0,42
영등포구,당산동2가,단독다가구,17272.2,9
영등포구,당산동2가,아파트,48713.3,85
영등포구,당산동2가,연립다세대,42000.0,1
영등포구,당산동2가,오피스텔,36101.6,45
영등포구,당산동3가,단독다가구,15150.0,16
영등포구,당산동3가,아파트,57085.0,93
영등포구,당산동3가,연립다세대,29816.7,6
영등포구,당산동3가,오피스텔,33646.7,55
영등포구,당산동4가,단독다가구,23612.5,12
영등포구,당산동4가,아파트,70195.2,195
영등포구,당산동4가,연립다세대,24466.7,9
영등포구,당산동4가,오피스텔,23327.0,15
영등포구,당산동5가,단독다가구,10000.0,1
영등포구,당산동5가,아파트,84370.6,193
영등포구,당산동5가,오피스텔,21280.8,30
영등포구,당산동6가,단독다가구,16052.3,11
영등포구,당산동6가,아파트,61931.8,22
영등포구,당산동6가,연립다세대,30123.4,41
영등포구,당산동6가,오피스텔,34517.4,64
영등포구,대림동,단독다가구,11946.1,220
영등포구,대림동,아파트,50526.9,283
영등포구,대림동,연립다세대,19459.0,100
영등포구,대림동,오피스텔,24061.5,13
영등포구,도림동,단독다가구,11829.5,88
영등포구,도림동,아파트,56189.5,65
영등포구,도림동,연립다세대,22737.8,76
영등포구,도림동,오피스텔,39341.8,114
영등포구,문래동1가,오피스텔,31833.3,3
영등포구,문래동2가,아파트,20178.6,14
영등포구,문래동3가,아파트,70721.3,95
영등포구,문래동3가,연립다세대,24408.0,5
영등포구,문래동3가,오피스텔,45580.4,59
영등포구,문래동4가,아파트,50521.7,23
영등포구,문래동5가,아파트,52390.9,73
영등포구,문래동5가,오피스텔,27511.1,9
영등포구,문래동6가,아파트,48083.8,97
영등포구,문래동6가,오피스텔,40860.6,129
영등포구,신길동,단독다가구,13101.7,301
영등포구,신길동,아파트,60715.0,852
영등포구,신길동,연립다세대,23157.6,289
영등포구,신길동,오피스텔,22684.3,90
영등포구,양평동1가,단독다가구,12975.0,4
영등포구,양평동1가,아파트,44280.9,85
영등포구,양평동1가,연립다세대,30116.7,15
영등포구,양평동1가,오피스텔,24978.8,40
영등포구,양평동2가,단독다가구,14750.0,6
영등포구,양평동2가,아파트,46255.1,50
영등포구,양평동2가,연립다세대,24750.0,4
영등포구,양평동2가,오피스텔,31280.8,142
영등포구,양평동3가,단독다가구,22250.0,8
영등포구,양평동3가,아파트,59557.7,111
영등포구,양평동3가,연립다세대,19757.8,9
영등포구,양평동3가,오피스텔,36397.2,99
영등포구,양평동4가,단독다가구,20318.2,11
영등포구,양평동4가,아파트,52269.8,41
영등포구,양평동4가,연립다세대,20848.0,40
영등포구,양평동4가,오피스텔,31185.2,63
영등포구,양평동5가,단독다가구,45000.0,1
영등포구,양평동5가,아파트,56642.0,82
영등포구,양평동5가,연립다세대,20869.4,13
영등포구,양평동5가,오피스텔,30528.3,49
영등포구,양평동6가,단독다가구,8500.0,1
영등포구,양평동6가,아파트,50647.5,20
영등포구,양평동6가,연립다세대,24041.2,42
영등포구,양평동6가,오피스텔,30719.1,116
영등포구,여의도동,아파트,85318.4,434
영등포구,여의도동,오피스텔,49917.2,193
영등포구,영등포동,단독다가구,11916.7,30
영등포구,영등포동,아파트,57833.5,169
영등포구,영등포동,연립다세대,23502.3,31
영등포구,영등포동,오피스텔,13833.3,6
영등포구,영등포동1가,아파트,28045.9,37
영등포구,영등포동1가,연립다세대,17297.5,8
영등포구,영등포동1가,오피스텔,19739.3,151
영등포구,영등포동2가,단독다가구,15000.0,1
영등포구,영등포동2가,아파트,35245.5,22
영등포구,영등포동2가,연립다세대,20813.8,29
영등포구,영등포동2가,오피스텔,23776.5,198
영등포구,영등포동3가,아파트,10000.0,1
영등포구,영등포동3가,연립다세대,32177.5,2
영등포구,영등포동3가,오피스텔,22000.3,97
영등포구,영등포동4가,연립다세대,15344.4,9
영등포구,영등포동4가,오피스텔,31444.8,23
영등포구,영등포동5가,단독다가구,30000.0,2
영등포구,영등포동5가,아파트,35500.0,5
영등포구,영등포동5가,연립다세대,25000.0,6
영등포구,영등포동5가,오피스텔,25798.1,16
영등포구,영등포동6가,단독다가구,18950.0,5
영등포구,영등포동6가,연립다세대,25144.5,13
영등포구,영등포동6가,오피스텔,22401.9,26
영등포구,영등포동7가,단독다가구,13500.0,3
영등포구,영등포동7가,아파트,75787.9,160
영등포구,영등포동7가,연립다세대,27691.7,12
영등포구,영등포동7가,오피스텔,23423.0,133
영등포구,영등포동8가,아파트,69593.5,59
영등포구,영등포동8가,연립다세대,26525.0,4
영등포구,영등포동8가,오피스텔,23627.6,122
용산구,갈월동,단독다가구,20709.1,11
용산구,갈월동,아파트,30000.0,1
용산구,갈월동,연립다세대,27624.5,22
용산구,갈월동,오피스텔,24150.0,2
용산구,남영동,단독다가구,11333.3,3
용산구,남영동,연립다세대,33000.0,2
용산구,도원동,아파트,62980.6,73
용산구,도원동,연립다세대,35017.0,5
용산구,동빙고동,단독다가구,23693.0,20
용산구,동빙고동,아파트,68000.0,1
용산구,동빙고동,연립다세대,30081.8,33
용산구,동자동,단독다가구,10500.0,2
용산구,동자동,아파트,119873.1,13
용산구,동자동,연립다세대,25392.9,7
용산구,동자동,오피스텔,30964.9,37
용산구,문배동,단독다가구,59800.0,1
용산구,문배동,아파트,73055.9,136
용산구,문배동,연립다세대,34666.7,3
용산구,문배동,오피스텔,37479.9,128
용산구,보광동,단독다가구,20106.8,31
용산구,보광동,아파트,59601.9,27
용산구,보광동,연립다세대,22138.8,6
용산구,산천동,아파트,59033.2,93
용산구,산천동,연립다세대,21366.7,6
용산구,서계동,단독다가구,16707.2,24
용산구,서계동,연립다세대,20754.3,70
용산구,서계동,오피스텔,23125.0,4
용산구,서빙고동,단독다가구,12300.0,7
용산구,서빙고동,아파트,101949.1,61
용산구,서빙고동,연립다세대,22708.3,48
용산구,신계동,아파트,96767.8,51
용산구,신계동,연립다세대,24289.6,25
용산구,신창동,단독다가구,18446.2,13
용산구,신창동,아파트,58833.3,3
용산구,신창동,연립다세대,21735.5,70
용산구,용문동,단독다가구,19319.4,7
용산구,용문동,아파트,71369.6,28
용산구,용문동,연립다세대,26115.8,254
용산구,용산동2가,단독다가구,18139.3,40
용산구,용산동2가,아파트,44612.5,8
용산구,용산동2가,연립다세대,20776.5,147
용산구,용산동3가,연립다세대,10875.0,5
용산구,용산동5가,아파트,155992.4,33
용산구,용산동5가,오피스텔,122750.0,2
용산구,원효로1가,단독다가구,21885.3,15
용산구,원효로1가,아파트,85641.5,79
용산구,원효로1가,연립다세대,26646.4,166
용산구,원효로1가,오피스텔,34085.6,63
용산구,원효로2가,단독다가구,15025.0,10
용산구,원효로2가,아파트,32020.0,5
용산구,원효로2가,연립다세대,30004.0,54
용산구,원효로2가,오피스텔,38792.3,39
용산구,원효로3가,단독다가구,15526.4,17
용산구,원효로3가,아파트,24875.0,4
용산구,원효로3가,연립다세대,20643.7,69
용산구,원효로3가,오피스텔,27367.9,63
용산구,원효로4가,단독다가구,18187.5,4
용산구,원효로4가,아파트,51700.6,49
용산구,원효로4가,연립다세대,22025.7,58
용산구,이촌동,단독다가구,19000.0,2
용산구,이촌동,아파트,79247.4,574
용산구,이촌동,연립다세대,20629.2,12
용산구,이태원동,단독다가구,20338.4,73
용산구,이태원동,아파트,61145.0,63
용산구,이태원동,연립다세대,35161.4,139
용산구,이태원동,오피스텔,30250.0,1
용산구,주성동,단독다가구,10500.0,5
용산구,주성동,연립다세대,24429.4,12
용산구,청암동,단독다가구,15000.0,1
용산구,청암동,아파트,77500.0,2
용산구,청파동1가,단독다가구,15801.0,22
용산구,청파동1가,연립다세대,25217.6,179
용산구,청파동1가,오피스텔,25631.2,8
용산구,청파동2가,단독다가구,17690.0,10
용산구,청파동2가,연립다세대,26760.6,72
용산구,청파동3가,단독다가구,13948.4,31
용산구,청파동3가,아파트,76500.0,3
용산구,청파동3가,연립다세대,27585.6,221
용산구,청파동3가,오피스텔,21500.0,16
용산구,한강로1가,단독다가구,19162.5,4
용산구,한강로1가,아파트,91912.5,16
용산구,한강로1가,연립다세대,24477.9,33
용산구,한강로1가,오피스텔,38194.5,73
용산구,한강로2가,아파트,118250.0,57
용산구,한강로2가,연립다세대,22225.7,21
용산구,한강로2가,오피스텔,39305.0,131
용산구,한강로3가,단독다가구,10653.7,19
용산구,한강로3가,아파트,154295.8,99
용산구,한강로3가,연립다세대,18454.5,11
용산구,한강로3가,오피스텔,34737.5,17
용산구,한남동,단독다가구,24750.0,18
용산구,한남동,아파트,168432.9,114
용산구,한남동,연립다세대,90564.9,57
용산구,한남동,오피스텔,72666.7,3
용산구,효창동,단독다가구,20060.8,18
용산구,효창동,아파트,81468.9,126
용산구,효창동,연립다세대,28846.5,263
용산구,후암동,단독다가구,20583.0,89
용산구,후암동,아파트,41926.3,19
용산구,후암동,연립다세대,27377.5,303
용산구,후암동,오피스텔,15712.5,8
은평구,갈현동,단독다가구,13269.9,73
은평구,갈현동,아파트,37722.1,78
은평구,갈현동,연립다세대,18720.1,225
은평구,갈현동,오피스텔,36012.5,8
은평구,구산동,단독다가구,13781.0,21
은평구,구산동,아파트,40940.9,33
은평구,구산동,연립다세대,18811.8,84
은평구,구산동,오피스텔,22441.2,4
은평구,녹번동,단독다가구,14417.4,48
은평구,녹번동,아파트,58702.1,203
은평구,녹번동,연립다세대,20535.5,277
은평구,녹번동,오피스텔,21528.6,35
은평구,대조동,단독다가구,12008.5,41
은평구,대조동,아파트,22013.2,101
은평구,대조동,연립다세대,20146.8,199
은평구,대조동,오피스텔,16048.8,68
은평구,불광동,단독다가구,12457.9,111
은평구,불광동,아파트,47940.7,288
은평구,불광동,연립다세대,19208.0,434
은평구,불광동,오피스텔,21142.8,39
은평구,수색동,단독다가구,16406.2,8
은평구,수색동,아파트,63431.4,293
은평구,수색동,연립다세대,19384.7,40
은평구,신사동,단독다가구,11366.5,46
은평구,신사동,아파트,41440.2,263
은평구,신사동,연립다세대,18723.2,164
은평구,신사동,오피스텔,26438.4,29
은평구,역촌동,단독다가구,12815.4,52
은평구,역촌동,아파트,46046.4,48
은평구,역촌동,연립다세대,19752.7,182
은평구,역촌동,오피스텔,21279.5,43
은평구,응암동,단독다가구,12147.0,112
은평구,응암동,아파트,56274.9,697
은평구,응암동,연립다세대,18371.8,213
은평구,응암동,오피스텔,20108.2,133
은평구,증산동,단독다가구,15255.6,9
은평구,증산동,아파트,67641.6,210
은평구,증산동,연립다세대,23259.4,43
은평구,증산동,오피스텔,22000.0,1
은평구,진관동,단독다가구,43250.0,4
은평구,진관동,아파트,39646.3,1057
은평구,진관동,연립다세대,60458.3,12
은평구,진관동,오피스텔,24663.6,53
종로구,가회동,단독다가구,44013.3,3
종로구,경운동,오피스텔,23475.0,6
종로구,계동,단독다가구,27916.7,6
종로구,계동,연립다세대,24000.0,1
종로구,관수동,오피스텔,22300.0,7
종로구,교북동,단독다가구,55000.0,1
종로구,교북동,아파트,61294.4,18
종로구,교북동,오피스텔,34531.4,7
종로구,구기동,단독다가구,35100.0,5
종로구,구기동,아파트,46133.3,3
종로구,구기동,연립다세대,55889.5,38
종로구,낙원동,단독다가구,30000.0,1
종로구,낙원동,아파트,22500.0,2
종로구,내수동,아파트,132300.0,15
종로구,내수동,연립다세대,63000.0,1
종로구,내수동,오피스텔,25566.2,34
종로구,내자동,단독다가구,20000.0,1
종로구,누상동,단독다가구,15000.0,4
종로구,누상동,연립다세대,27052.0,27
종로구,누하동,단독다가구,29475.0,4
종로구,누하동,연립다세대,36200.0,3
종로구,당주동,아파트,53944.4,9
종로구,돈의동,단독다가구,5500.0,1
종로구,동숭동,단독다가구,16333.3,12
종로구,동숭동,연립다세대,17993.7,27
종로구,명륜1가,단독다가구,22440.0,15
종로구,명륜1가,아파트,67500.0,2
종로구,명륜1가,연립다세대,29763.2,19
종로구,명륜2가,단독다가구,20400.0,5
종로구,명륜2가,아파트,66219.0,21
종로구,명륜2가,연립다세대,17500.0,2
종로구,명륜3가,단독다가구,12618.5,27
종로구,명륜3가,아파트,7250.0,2
종로구,명륜3가,연립다세대,10928.6,14
종로구,명륜4가,단독다가구,16816.7,6
종로구,명륜4가,연립다세대,27150.0,2
종로구,무악동,단독다가구,13000.0,1
종로구,무악동,아파트,78231.0,77
종로구,무악동,연립다세대,23000.0,1
종로구,부암동,단독다가구,35469.4,9
종로구,부암동,연립다세대,30457.7,13
종로구,부암동,오피스텔,11500.0,2
종로구,사직동,단독다가구,15480.0,5
종로구,사직동,아파트,119110.5,19
종로구,사직동,연립다세대,24011.7,6
종로구,사직동,오피스텔,32675.0,8
종로구,삼청동,단독다가구,17781.2,8
종로구,수송동,오피스텔,39375.0,4
종로구,숭인동,단독다가구,12025.0,20
종로구,숭인동,아파트,49648.3,47
종로구,숭인동,연립다세대,21990.8,49
종로구,숭인동,오피스텔,22498.3,156
종로구,신교동,단독다가구,20000.0,1
종로구,신교동,아파트,35000.0,1
종로구,신교동,연립다세대,25692.9,7
종로구,신문로1가,아파트,53500.0,2
종로구,신문로2가,단독다가구,7683.3,6
종로구,신문로2가,아파트,280000.0,1
종로구,신문로2가,오피스텔,72000.0,1
종로구,신영동,아파트,36000.0,2
종로구,신영동,연립다세대,31561.4,29
종로구,연건동,단독다가구,15000.0,3
종로구,연건동,연립다세대,19595.7,7
종로구,연건동,오피스텔,13750.0,2
종로구,연지동,연립다세대,23125.0,4
종로구,연지동,오피스텔,23146.8,19
종로구,옥인동,단독다가구,26800.0,5
종로구,옥인동,연립다세대,30425.0,8
종로구,원남동,단독다가구,8500.0,2
종로구,원남동,오피스텔,21000.0,3
종로구,원서동,연립다세대,23709.1,11
종로구,이화동,단독다가구,15678.6,7
종로구,이화동,아파트,36700.0,1
종로구,익선동,아파트,32356.2,8
종로구,인의동,아파트,77875.0,4
종로구,인의동,오피스텔,24333.3,3
종로구,종로5가,오피스텔,23002.2,18
종로구,종로6가,단독다가구,11500.0,1
종로구,종로6가,연립다세대,27928.6,14
종로구,창성동,단독다가구,20283.3,3
종로구,창신동,단독다가구,13616.0,25
종로구,창신동,아파트,41927.2,117
종로구,창신동,연립다세대,17973.8,71
종로구,창신동,오피스텔,20635.8,11
종로구,청운동,단독다가구,23000.0,1
종로구,청운동,연립다세대,81714.3,7
종로구,체부동,단독다가구,34000.0,2
종로구,체부동,연립다세대,49000.0,2
종로구,충신동,단독다가구,14639.5,15
종로구,충신동,아파트,89750.0,8
종로구,충신동,오피스텔,29600.0,5
종로구,통인동,단독다가구,32500.0,2
종로구,통인동,아파트,24000.0,1
종로구,통인동,연립다세대,75000.0,1
종로구,팔판동,단독다가구,21000.0,1
종로구,평동,아파트,114164.9,39
종로구,평창동,단독다가구,60425.0,12
종로구,평창동,아파트,55035.0,23
종로구,평창동,연립다세대,45434.7,27
종로구,필운동,아파트,69000.0,2
종로구,필운동,연립다세대,33455.0,4
종로구,필운동,오피스텔,14600.0,1
종로구,행촌동,단독다가구,12388.9,9
종로구,행촌동,연립다세대,18546.9,33
종로구,혜화동,단독다가구,19550.0,11
종로구,혜화동,연립다세대,22886.7,15
종로구,혜화동,오피스텔,38600.0,5
종로구,홍지동,단독다가구,22187.5,4
종로구,홍지동,연립다세대,30000.0,1
종로구,홍파동,아파트,120860.0,48
종로구,홍파동,연립다세대,33333.3,3
종로구,화동,단독다가구,27000.0,1
종로구,효자동,연립다세대,35000.0,1
종로구,효제동,아파트,27840.0,5
종로구,효제동,오피스텔,17125.0,16
중구,광희동1가,오피스텔,26350.0,2
중구,광희동2가,단독다가구,17125.0,4
중구,광희동2가,연립다세대,27688.9,18
중구,광희동2가,오피스텔,26166.7,3
중구,남대문로5가,아파트,112500.0,3
중구,남산동2가,단독다가구,15000.0,1
중구,남산동2가,연립다세대,31500.0,1
중구,남창동,아파트,25000.0,1
중구,만리동1가,단독다가구,18666.7,3
중구,만리동1가,아파트,74801.1,17
중구,만리동1가,연립다세대,32100.0,21
중구,만리동1가,오피스텔,37901.1,9
중구,만리동2가,아파트,82085.5,119
중구,만리동2가,오피스텔,52980.0,20
중구,무학동,단독다가구,8000.0,1
중구,묵정동,아파트,44803.0,33
중구,묵정동,연립다세대,14062.5,4
중구,묵정동,오피스텔,22611.1,9
중구,북창동,오피스텔,46666.7,3
중구,순화동,아파트,70505.9,17
중구,순화동,오피스텔,33707.3,10
중구,신당동,단독다가구,19816.1,122
중구,신당동,아파트,64092.0,459
중구,신당동,연립다세대,29158.6,253
중구,신당동,오피스텔,22682.3,57
중구,쌍림동,단독다가구,10000.0,3
중구,쌍림동,오피스텔,21800.0,4
중구,예장동,단독다가구,10000.0,1
중구,예장동,연립다세대,24266.4,11
중구,오장동,아파트,25600.0,7
중구,오장동,오피스텔,19227.5,36
중구,을지로4가,오피스텔,24966.4,7
중구,을지로5가,아파트,59050.0,6
중구,을지로5가,오피스텔,34520.0,5
중구,을지로6가,오피스텔,23900.0,2
중구,의주로1가,오피스텔,52323.9,9
중구,인현동2가,아파트,33956.3,34
중구,입정동,아파트,68897.2,32
중구,장충동1가,단독다가구,17500.0,2
중구,장충동1가,아파트,450000.0,1
중구,장충동1가,연립다세대,17314.1,10
중구,장충동2가,단독다가구,12857.1,7
중구,장충동2가,연립다세대,12029.3,15
중구,저동2가,오피스텔,19995.0,8
중구,정동,아파트,32054.5,22
중구,중림동,단독다가구,19160.0,5
중구,중림동,아파트,75691.7,30
중구,중림동,연립다세대,20982.4,17
중구,중림동,오피스텔,33962.2,53
중구,충무로2가,오피스텔,21450.0,16
중구,충무로3가,오피스텔,23405.0,8
중구,충무로4가,아파트,87020.0,21
중구,충무로5가,아파트,24794.4,18
중구,충무로5가,오피스텔,25600.0,5
중구,필동1가,단독다가구,12500.0,1
중구,필동1가,오피스텔,41285.7,7
중구,필동2가,단독다가구,30000.0,1
중구,필동2가,연립다세대,25193.3,3
중구,필동3가,단독다가구,6500.0,1
중구,필동3가,아파트,30000.0,1
중구,필동3가,연립다세대,22975.0,8
중구,황학동,단독다가구,14833.3,15
중구,황학동,아파트,59626.2,101
중구,황학동,연립다세대,25617.6,21
중구,황학동,오피스텔,32337.9,336
중구,회현동1가,단독다가구,18500.0,2
중구,회현동1가,아파트,124671.4,14
중구,회현동1가,연립다세대,25445.7,49
중구,회현동1가,오피스텔,28000.0,4
중구,회현동2가,아파트,181500.0,4
중구,회현동2가,연립다세대,35000.0,8
중구,회현동3가,단독다가구,7000.0,1
중구,회현동3가,연립다세대,19633.3,3
중구,흥인동,아파트,39713.3,15
중구,흥인동,오피스텔,24029.8,15
중랑구,망우동,단독다가구,14955.1,147
중랑구,망우동,아파트,46624.7,120
중랑구,망우동,연립다세대,23226.9,135
중랑구,망우동,오피스텔,30972.1,254
중랑구,면목동,단독다가구,12520.7,441
중랑구,면목동,아파트,50344.7,371
중랑구,면목동,연립다세대,23430.2,581
중랑구,면목동,오피스텔,26224.3,60
중랑구,묵동,단독다가구,13991.5,101
중랑구,묵동,아파트,44793.9,267
중랑구,묵동,연립다세대,20181.6,145
중랑구,묵동,오피스텔,19750.0,2
중랑구,상봉동,단독다가구,14931.8,69
중랑구,상봉동,아파트,46622.7,171
중랑구,상봉동,연립다세대,22038.4,191
중랑구,상봉동,오피스텔,24307.5,111
중랑구,신내동,단독다가구,13383.6,14
중랑구,신내동,아파트,26753.4,1009
중랑구,신내동,연립다세대,20563.4,41
중랑구,신내동,오피스텔,21415.1,47
중랑구,중화동,단독다가구,13719.6,125
중랑구,중화동,아파트,45461.2,90
중랑구,중화동,연립다세대,22342.7,264
중랑구,중화동,오피스텔,13083.3,6
