TT,H_DNG_CD,SPOP,SIDO_NM,SGG_NM,ADMI_NM
4,11290715,26813.88,서울특별시,성북구,월곡1동
4,11290725,23472.14,서울특별시,성북구,월곡2동
4,11290760,26613.75,서울특별시,성북구,장위1동
4,11290770,13868.93,서울특별시,성북구,장위2동
4,11290780,14812.88,서울특별시,성북구,장위3동
4,11290810,32359.26,서울특별시,성북구,석관동
4,11305534,28064.36,서울특별시,강북구,삼양동
4,11305535,20927.83,서울특별시,강북구,미아동
4,11305545,32829.44,서울특별시,강북구,송중동
4,11305555,26835.36,서울특별시,강북구,송천동
4,11305575,27855.22,서울특별시,강북구,삼각산동
4,11305595,19384.35,서울특별시,강북구,번1동
4,11305603,17094.75,서울특별시,강북구,번2동
4,11305608,19296.76,서울특별시,강북구,번3동
4,11305615,19003.79,서울특별시,강북구,수유1동
4,11305625,22683.53,서울특별시,강북구,수유2동
4,11305635,25981.27,서울특별시,강북구,수유3동
4,11305645,23708.89,서울특별시,강북구,우이동
4,11305660,31416.67,서울특별시,강북구,인수동
4,11320511,26002.73,서울특별시,도봉구,창1동
4,11320512,31792.21,서울특별시,도봉구,창2동
4,11320513,12577.51,서울특별시,도봉구,창3동
4,11320514,30305.53,서울특별시,도봉구,창4동
4,11320515,24577.99,서울특별시,도봉구,창5동
4,11320521,23647.54,서울특별시,도봉구,도봉1동
4,11320522,27917.1,서울특별시,도봉구,도봉2동
4,11320660,20548.96,서울특별시,도봉구,쌍문1동
4,11320670,17103.12,서울특별시,도봉구,쌍문2동
4,11320680,16646.73,서울특별시,도봉구,쌍문3동
4,11320681,23535.23,서울특별시,도봉구,쌍문4동
4,11320690,28673.33,서울특별시,도봉구,방학1동
4,11320700,18802.09,서울특별시,도봉구,방학2동
4,11320710,28150.39,서울특별시,도봉구,방학3동
4,11350560,22788.84,서울특별시,노원구,월계1동
4,11350570,26614.05,서울특별시,노원구,월계2동
4,11350580,33495.2,서울특별시,노원구,월계3동
4,11350595,39696.64,서울특별시,노원구,공릉1동
4,11350600,47898.43,서울특별시,노원구,공릉2동
4,11350611,29923.02,서울특별시,노원구,하계1동
4,11350612,17513.14,서울특별시,노원구,하계2동
4,11350619,24979.63,서울특별시,노원구,중계본동
4,11350621,27917.4,서울특별시,노원구,중계1동
4,11350624,19784.5,서울특별시,노원구,중계4동
4,11350625,33675.18,서울특별시,노원구,중계2.3동
4,11350630,42075.61,서울특별시,노원구,상계1동
4,11350640,23520.25,서울특별시,노원구,상계2동
4,11350665,30819.68,서울특별시,노원구,상계3.4동
4,11350670,18703.76,서울특별시,노원구,상계5동
4,11350695,35645.21,서울특별시,노원구,상계6.7동
4,11350700,22266.76,서울특별시,노원구,상계8동
4,11350710,22256.68,서울특별시,노원구,상계9동
4,11350720,17608.03,서울특별시,노원구,상계10동
4,11380510,42130.98,서울특별시,은평구,녹번동
4,11380520,37457.13,서울특별시,은평구,불광1동
4,11380530,30971.23,서울특별시,은평구,불광2동
4,11380551,18022.03,서울특별시,은평구,갈현1동
4,11380552,27251.7,서울특별시,은평구,갈현2동
4,11380560,34465.23,서울특별시,은평구,구산동
4,11380570,33299.46,서울특별시,은평구,대조동
4,11380580,32745.02,서울특별시,은평구,응암1동
4,11380590,26311.92,서울특별시,은평구,응암2동
4,11380600,22942.1,서울특별시,은평구,응암3동
4,11380625,49788.93,서울특별시,은평구,역촌동
4,11380631,27761.72,서울특별시,은평구,신사1동
4,11380632,21239.62,서울특별시,은평구,신사2동
4,11380640,15597.58,서울특별시,은평구,증산동
4,11380650,22023.02,서울특별시,은평구,수색동
4,11380690,60737.78,서울특별시,은평구,진관동
4,11410520,17464.94,서울특별시,서대문구,천연동
4,11410555,9904.49,서울특별시,서대문구,북아현동
4,11410565,24359.4,서울특별시,서대문구,충현동
4,11410585,29316.91,서울특별시,서대문구,신촌동
4,11410615,38531.54,서울특별시,서대문구,연희동
4,11410620,28024.49,서울특별시,서대문구,홍제1동
4,11410640,20174.37,서울특별시,서대문구,홍제3동
4,11410655,12674.39,서울특별시,서대문구,홍제2동
4,11410660,23698.44,서울특별시,서대문구,홍은1동
4,11410685,27457.98,서울특별시,서대문구,홍은2동
4,11410690,14452.49,서울특별시,서대문구,남가좌1동
4,11410700,30157.51,서울특별시,서대문구,남가좌2동
4,11410710,18311.24,서울특별시,서대문구,북가좌1동
4,11410720,33072.64,서울특별시,서대문구,북가좌2동
4,11440555,27181.99,서울특별시,마포구,아현동
4,11440565,38604.09,서울특별시,마포구,공덕동
4,11440585,18403.61,서울특별시,마포구,도화동
4,11440590,21207.01,서울특별시,마포구,용강동
4,11440600,16573.67,서울특별시,마포구,대흥동
4,11440610,20718.96,서울특별시,마포구,염리동
4,11440630,23055.87,서울특별시,마포구,신수동
4,11440655,28348.1,서울특별시,마포구,서강동
4,11440660,33671.4,서울특별시,마포구,서교동
4,11440680,17051.57,서울특별시,마포구,합정동
4,11440690,20590.91,서울특별시,마포구,망원1동
4,11440700,19398.36,서울특별시,마포구,망원2동
4,11440710,15008.66,서울특별시,마포구,연남동
4,11440720,23486.25,서울특별시,마포구,성산1동
4,11440730,41149.62,서울특별시,마포구,성산2동
4,11440740,37593.42,서울특별시,마포구,상암동
4,11470510,31490.47,서울특별시,양천구,목1동
4,11470520,34506.81,서울특별시,양천구,목2동
4,11470530,16587.41,서울특별시,양천구,목3동
4,11470540,22973.89,서울특별시,양천구,목4동
4,11470550,44420.61,서울특별시,양천구,목5동
4,11470560,20773.69,서울특별시,양천구,신월1동
4,11470570,14498.68,서울특별시,양천구,신월2동
4,11470580,14572.57,서울특별시,양천구,신월3동
4,11470590,12615.58,서울특별시,양천구,신월4동
4,11470600,16247.35,서울특별시,양천구,신월5동
4,11470610,9397.98,서울특별시,양천구,신월6동
4,11470611,19156.83,서울특별시,양천구,신월7동
4,11470620,14996.19,서울특별시,양천구,신정1동
4,11470630,18242.16,서울특별시,양천구,신정2동
4,11470640,59267.91,서울특별시,양천구,신정3동
4,11470650,36354.2,서울특별시,양천구,신정4동
4,11470670,21512.86,서울특별시,양천구,신정6동
4,11470680,30110.34,서울특별시,양천구,신정7동
4,11500510,39175.22,서울특별시,강서구,염창동
4,11500520,28328.4,서울특별시,강서구,등촌1동
4,11500530,20976.92,서울특별시,강서구,등촌2동
4,11500535,31158.03,서울특별시,강서구,등촌3동
4,11500540,52993.39,서울특별시,강서구,화곡1동
4,11500550,14750.72,서울특별시,강서구,화곡2동
4,11500560,18831.17,서울특별시,강서구,화곡3동
4,11500570,21456.09,서울특별시,강서구,화곡4동
4,11500590,35785.07,서울특별시,강서구,화곡본동
4,11500591,26037.92,서울특별시,강서구,화곡6동
4,11500593,29252.88,서울특별시,강서구,화곡8동
4,11500603,40529.59,서울특별시,강서구,가양1동
4,11500604,14813.66,서울특별시,강서구,가양2동
4,11500605,13421.48,서울특별시,강서구,가양3동
4,11500611,42096.44,서울특별시,강서구,발산1동
4,11500615,34403.68,서울특별시,강서구,우장산동
4,11500620,34231.99,서울특별시,강서구,공항동
4,11500630,38927.44,서울특별시,강서구,방화1동
4,11500640,30686.23,서울특별시,강서구,방화2동
4,11500641,21059.49,서울특별시,강서구,방화3동
4,11530510,36504.36,서울특별시,구로구,신도림동
4,11530520,21050.3,서울특별시,구로구,구로1동
4,11530530,24724.87,서울특별시,구로구,구로2동
4,11530540,26859.53,서울특별시,구로구,구로3동
4,11530550,18404.87,서울특별시,구로구,구로4동
4,11530560,33021.37,서울특별시,구로구,구로5동
4,11530595,7652.96,서울특별시,구로구,가리봉동
4,11530720,30694.52,서울특별시,구로구,고척1동
4,11530730,20179.66,서울특별시,구로구,고척2동
4,11530740,34714.82,서울특별시,구로구,개봉1동
4,11530750,30771.06,서울특별시,구로구,개봉2동
4,11530760,17252.3,서울특별시,구로구,개봉3동
4,11530770,22999.53,서울특별시,구로구,오류1동
4,11530780,45278.45,서울특별시,구로구,오류2동
4,11530790,23835.01,서울특별시,구로구,수궁동
4,11530800,11541.86,서울특별시,구로구,항동
4,11545510,32331.71,서울특별시,금천구,가산동
4,11545610,51486.35,서울특별시,금천구,독산1동
4,11545620,13950.25,서울특별시,금천구,독산2동
4,11545630,17808.81,서울특별시,금천구,독산3동
4,11545640,16010.44,서울특별시,금천구,독산4동
4,11545670,31720.93,서울특별시,금천구,시흥1동
4,11545680,21189.34,서울특별시,금천구,시흥2동
4,11545690,12291.41,서울특별시,금천구,시흥3동
4,11545700,21268.86,서울특별시,금천구,시흥4동
4,11545710,15208.8,서울특별시,금천구,시흥5동
4,11560515,19076.25,서울특별시,영등포구,영등포본동
4,11560535,35178.93,서울특별시,영등포구,영등포동
4,11560540,43269.16,서울특별시,영등포구,여의동
4,11560550,23642.7,서울특별시,영등포구,당산1동
4,11560560,40386.46,서울특별시,영등포구,당산2동
4,11560585,21641.64,서울특별시,영등포구,도림동
4,11560605,35068.43,서울특별시,영등포구,문래동
4,11560610,19554.92,서울특별시,영등포구,양평1동
4,11560620,24641.95,서울특별시,영등포구,양평2동
4,11560630,21779.28,서울특별시,영등포구,신길1동
4,11560650,13414.98,서울특별시,영등포구,신길3동
4,11560660,12733.29,서울특별시,영등포구,신길4동
4,11560670,8260.52,서울특별시,영등포구,신길5동
4,11560680,19180.98,서울특별시,영등포구,신길6동
4,11560690,18513.35,서울특별시,영등포구,신길7동
4,11560700,14148.75,서울특별시,영등포구,대림1동
4,11560710,12467.73,서울특별시,영등포구,대림2동
4,11560720,21506.33,서울특별시,영등포구,대림3동
4,11590510,37806.1,서울특별시,동작구,노량진1동
4,11590520,9442.34,서울특별시,동작구,노량진2동
4,11590530,44655.8,서울특별시,동작구,상도1동
4,11590540,27663.39,서울특별시,동작구,상도2동
4,11590550,23717.55,서울특별시,동작구,상도3동
4,11590560,30537.03,서울특별시,동작구,상도4동
4,11590605,33325.26,서울특별시,동작구,흑석동
4,11590620,25390.59,서울특별시,동작구,사당1동
4,11590630,33041.24,서울특별시,동작구,사당2동
4,11590640,21780.54,서울특별시,동작구,사당3동
4,11590650,14989.66,서울특별시,동작구,사당4동
4,11590651,16717.64,서울특별시,동작구,사당5동
4,11590660,37670.9,서울특별시,동작구,대방동
4,11590670,23428.73,서울특별시,동작구,신대방1동
4,11590680,22627.51,서울특별시,동작구,신대방2동
4,11620525,22695.8,서울특별시,관악구,보라매동
4,11620545,10089.52,서울특별시,관악구,청림동
4,11620565,27546.23,서울특별시,관악구,성현동
4,11620575,32113.12,서울특별시,관악구,행운동
4,11620585,22766.86,서울특별시,관악구,낙성대동
4,11620595,40206.07,서울특별시,관악구,청룡동
4,11620605,34355.4,서울특별시,관악구,은천동
4,11620615,15945.58,서울특별시,관악구,중앙동
4,11620625,25640.3,서울특별시,관악구,인헌동
4,11620630,22348.07,서울특별시,관악구,남현동
4,11620645,26805.88,서울특별시,관악구,서원동
4,11620655,19424.84,서울특별시,관악구,신원동
4,11620665,23280.07,서울특별시,관악구,서림동
4,11620685,21618.03,서울특별시,관악구,신사동
4,11620695,28804.11,서울특별시,관악구,신림동
4,11620715,14975.2,서울특별시,관악구,난향동
4,11620725,23038.01,서울특별시,관악구,조원동
4,11620735,26653.61,서울특별시,관악구,대학동
4,11620745,26433.17,서울특별시,관악구,삼성동
4,11620765,30017.83,서울특별시,관악구,미성동
4,11620775,24388.53,서울특별시,관악구,난곡동
4,11650510,22999.04,서울특별시,서초구,서초1동
4,11650520,27866.09,서울특별시,서초구,서초2동
4,11650530,38635.83,서울특별시,서초구,서초3동
4,11650531,31968.07,서울특별시,서초구,서초4동
4,11650540,36115.33,서울특별시,서초구,잠원동
4,11650550,1818.18,서울특별시,서초구,반포본동
4,11650560,34340.79,서울특별시,서초구,반포1동
4,11650570,27148.18,서울특별시,서초구,반포2동
4,11650580,19535.55,서울특별시,서초구,반포3동
4,11650581,22752.0,서울특별시,서초구,반포4동
4,11650590,20735.7,서울특별시,서초구,방배본동
4,11650600,17808.9,서울특별시,서초구,방배1동
4,11650610,16498.29,서울특별시,서초구,방배2동
4,11650620,17046.3,서울특별시,서초구,방배3동
4,11650621,25509.72,서울특별시,서초구,방배4동
4,11650651,45993.36,서울특별시,서초구,양재1동
4,11650652,26423.42,서울특별시,서초구,양재2동
4,11650660,19256.49,서울특별시,서초구,내곡동
4,11680510,18583.13,서울특별시,강남구,신사동
4,11680521,26500.67,서울특별시,강남구,논현1동
4,11680531,24426.6,서울특별시,강남구,논현2동
4,11680545,27325.23,서울특별시,강남구,압구정동
4,11680565,26759.02,서울특별시,강남구,청담동
4,11680580,15893.53,서울특별시,강남구,삼성1동
4,11680590,32774.0,서울특별시,강남구,삼성2동
4,11680600,26733.27,서울특별시,강남구,대치1동
4,11680610,38902.46,서울특별시,강남구,대치2동
4,11680630,24170.4,서울특별시,강남구,대치4동
4,11680640,46652.26,서울특별시,강남구,역삼1동
4,11680650,39209.4,서울특별시,강남구,역삼2동
4,11680655,23176.05,서울특별시,강남구,도곡1동
4,11680656,28753.34,서울특별시,강남구,도곡2동
4,11680660,29782.42,서울특별시,강남구,개포1동
4,11680670,42576.94,서울특별시,강남구,개포2동
4,11680675,17219.25,서울특별시,강남구,개포3동
4,11680690,25143.1,서울특별시,강남구,개포4동
4,11680700,50799.65,서울특별시,강남구,세곡동
4,11680720,25921.98,서울특별시,강남구,일원본동
4,11680730,16856.99,서울특별시,강남구,일원1동
4,11680750,16558.02,서울특별시,강남구,수서동
4,11710510,11950.84,서울특별시,송파구,풍납1동
4,11710520,28426.04,서울특별시,송파구,풍납2동
4,11710531,11242.16,서울특별시,송파구,거여1동
4,11710532,24084.93,서울특별시,송파구,거여2동
4,11710540,14402.66,서울특별시,송파구,마천1동
4,11710550,19199.08,서울특별시,송파구,마천2동
4,11710561,16424.65,서울특별시,송파구,방이1동
4,11710562,31233.35,서울특별시,송파구,방이2동
4,11710566,16751.66,서울특별시,송파구,오륜동
4,11710570,40069.3,서울특별시,송파구,오금동
4,11710580,27116.07,서울특별시,송파구,송파1동
4,11710590,20146.22,서울특별시,송파구,송파2동
4,11710600,33246.03,서울특별시,송파구,석촌동
4,11710610,30830.65,서울특별시,송파구,삼전동
4,11710620,31656.07,서울특별시,송파구,가락본동
4,11710631,31087.87,서울특별시,송파구,가락1동
4,11710632,29750.43,서울특별시,송파구,가락2동
4,11710641,21403.05,서울특별시,송파구,문정1동
4,11710642,31522.18,서울특별시,송파구,문정2동
4,11710646,33324.01,서울특별시,송파구,장지동
4,11710647,46087.32,서울특별시,송파구,위례동
4,11710650,29945.62,서울특별시,송파구,잠실본동
4,11710670,33719.36,서울특별시,송파구,잠실2동
4,11710680,40927.7,서울특별시,송파구,잠실3동
4,11710690,22663.53,서울특별시,송파구,잠실4동
4,11710710,17497.75,서울특별시,송파구,잠실6동
4,11710720,10521.55,서울특별시,송파구,잠실7동
4,11740515,39822.58,서울특별시,강동구,강일동
4,11740525,43318.92,서울특별시,강동구,상일1동
4,11740526,16771.43,서울특별시,강동구,상일2동
4,11740530,27171.84,서울특별시,강동구,명일1동
4,11740540,15991.51,서울특별시,강동구,명일2동
4,11740550,25824.4,서울특별시,강동구,고덕1동
4,11740560,26503.07,서울특별시,강동구,고덕2동
4,11740570,33407.48,서울특별시,강동구,암사1동
4,11740580,15996.85,서울특별시,강동구,암사2동
4,11740590,17231.1,서울특별시,강동구,암사3동
4,11740600,27357.7,서울특별시,강동구,천호1동
4,11740610,41205.76,서울특별시,강동구,천호2동
4,11740620,30591.41,서울특별시,강동구,천호3동
4,11740640,21039.75,서울특별시,강동구,성내1동
4,11740650,26468.42,서울특별시,강동구,성내2동
4,11740660,27868.13,서울특별시,강동구,성내3동
4,11740685,55578.36,서울특별시,강동구,길동
4,11740690,29481.14,서울특별시,강동구,둔촌1동
4,11740700,28544.8,서울특별시,강동구,둔촌2동
5,11110515,13832.66,서울특별시,종로구,청운효자동
5,11110530,12316.32,서울특별시,종로구,사직동
5,11110540,2876.46,서울특별시,종로구,삼청동
5,11110550,10894.68,서울특별시,종로구,부암동
5,11110560,19480.53,서울특별시,종로구,평창동
5,11110570,4876.9,서울특별시,종로구,무악동
5,11110580,10745.98,서울특별시,종로구,교남동
5,11110600,4271.66,서울특별시,종로구,가회동
5,11110615,20103.85,서울특별시,종로구,종로1.2.3.4가동
5,11110630,7571.67,서울특별시,종로구,종로5.6가동
5,11110640,11132.13,서울특별시,종로구,이화동
5,11110650,19615.14,서울특별시,종로구,혜화동
5,11110670,5774.7,서울특별시,종로구,창신1동
5,11110680,6547.85,서울특별시,종로구,창신2동
5,11110690,5410.57,서울특별시,종로구,창신3동
5,11110700,6571.7,서울특별시,종로구,숭인1동
5,11110710,10018.15,서울특별시,종로구,숭인2동
5,11140520,6998.6,서울특별시,중구,소공동
5,11140540,8589.52,서울특별시,중구,회현동
5,11140550,8774.03,서울특별시,중구,명동
5,11140570,6050.77,서울특별시,중구,필동
5,11140580,6503.21,서울특별시,중구,장충동
5,11140590,10380.27,서울특별시,중구,광희동
5,11140605,5030.95,서울특별시,중구,을지로동
5,11140615,11774.03,서울특별시,중구,신당동
5,11140625,13709.65,서울특별시,중구,다산동
5,11140635,16404.82,서울특별시,중구,약수동
5,11140645,7058.59,서울특별시,중구,청구동
5,11140650,10674.46,서울특별시,중구,신당5동
5,11140665,14902.67,서울특별시,중구,동화동
5,11140670,13716.86,서울특별시,중구,황학동
5,11140680,12269.98,서울특별시,중구,중림동
5,11170510,13324.45,서울특별시,용산구,후암동
5,11170520,10491.15,서울특별시,용산구,용산2가동
5,11170530,10188.78,서울특별시,용산구,남영동
5,11170555,22249.95,서울특별시,용산구,청파동
5,11170560,17655.91,서울특별시,용산구,원효로1동
5,11170570,15221.71,서울특별시,용산구,원효로2동
5,11170580,9801.86,서울특별시,용산구,효창동
5,11170590,11496.2,서울특별시,용산구,용문동
5,11170625,28688.81,서울특별시,용산구,한강로동
5,11170630,25930.76,서울특별시,용산구,이촌1동
5,11170640,5313.29,서울특별시,용산구,이촌2동
5,11170650,9331.17,서울특별시,용산구,이태원1동
5,11170660,10112.22,서울특별시,용산구,이태원2동
5,11170685,18622.01,서울특별시,용산구,한남동
5,11170690,15589.9,서울특별시,용산구,서빙고동
5,11170700,6848.53,서울특별시,용산구,보광동
5,11200520,12398.38,서울특별시,성동구,왕십리2동
5,11200535,29642.1,서울특별시,성동구,왕십리도선동
5,11200540,24992.74,서울특별시,성동구,마장동
5,11200550,14672.78,서울특별시,성동구,사근동
5,11200560,15835.69,서울특별시,성동구,행당1동
5,11200570,24288.42,서울특별시,성동구,행당2동
5,11200580,14582.72,서울특별시,성동구,응봉동
5,11200590,15453.54,서울특별시,성동구,금호1가동
5,11200615,24916.94,서울특별시,성동구,금호2.3가동
5,11200620,16527.4,서울특별시,성동구,금호4가동
5,11200645,22965.39,서울특별시,성동구,옥수동
5,11200650,16270.36,서울특별시,성동구,성수1가1동
5,11200660,15188.38,서울특별시,성동구,성수1가2동
5,11200670,15874.39,서울특별시,성동구,성수2가1동
5,11200690,13867.39,서울특별시,성동구,성수2가3동
5,11200720,12004.88,서울특별시,성동구,송정동
5,11200790,16208.74,서울특별시,성동구,용답동
5,11215710,28413.76,서울특별시,광진구,화양동
5,11215730,16931.44,서울특별시,광진구,군자동
5,11215740,16942.66,서울특별시,광진구,중곡1동
5,11215750,20621.43,서울특별시,광진구,중곡2동
5,11215760,16463.7,서울특별시,광진구,중곡3동
5,11215770,33106.85,서울특별시,광진구,중곡4동
5,11215780,12078.98,서울특별시,광진구,능동
5,11215810,38996.28,서울특별시,광진구,광장동
5,11215820,22362.21,서울특별시,광진구,자양1동
5,11215830,27939.7,서울특별시,광진구,자양2동
5,11215840,28813.46,서울특별시,광진구,자양3동
5,11215847,21948.16,서울특별시,광진구,자양4동
5,11215850,21822.8,서울특별시,광진구,구의1동
5,11215860,27881.07,서울특별시,광진구,구의2동
5,11215870,29484.89,서울특별시,광진구,구의3동
5,11230536,41441.56,서울특별시,동대문구,용신동
5,11230545,25460.5,서울특별시,동대문구,제기동
5,11230560,37053.01,서울특별시,동대문구,전농1동
5,11230570,20761.67,서울특별시,동대문구,전농2동
5,11230600,27397.25,서울특별시,동대문구,답십리1동
5,11230610,32582.58,서울특별시,동대문구,답십리2동
5,11230650,33350.24,서울특별시,동대문구,장안1동
5,11230660,34196.7,서울특별시,동대문구,장안2동
5,11230705,21502.03,서울특별시,동대문구,청량리동
5,11230710,13105.06,서울특별시,동대문구,회기동
5,11230720,16212.38,서울특별시,동대문구,휘경1동
5,11230730,25978.02,서울특별시,동대문구,휘경2동
5,11230740,24129.21,서울특별시,동대문구,이문1동
5,11230750,21552.77,서울특별시,동대문구,이문2동
5,11260520,27064.15,서울특별시,중랑구,면목2동
5,11260540,18790.32,서울특별시,중랑구,면목4동
5,11260550,14826.3,서울특별시,중랑구,면목5동
5,11260565,38764.47,서울특별시,중랑구,면목본동
5,11260570,24426.45,서울특별시,중랑구,면목7동
5,11260575,25809.22,서울특별시,중랑구,면목3.8동
5,11260580,21480.66,서울특별시,중랑구,상봉1동
5,11260590,23960.29,서울특별시,중랑구,상봉2동
5,11260600,19474.44,서울특별시,중랑구,중화1동
5,11260610,24876.41,서울특별시,중랑구,중화2동
5,11260620,34064.33,서울특별시,중랑구,묵1동
5,11260630,24539.24,서울특별시,중랑구,묵2동
5,11260655,43354.34,서울특별시,중랑구,망우본동
5,11260660,12872.83,서울특별시,중랑구,망우3동
5,11260680,40099.34,서울특별시,중랑구,신내1동
5,11260690,19271.87,서울특별시,중랑구,신내2동
5,11290525,21792.25,서울특별시,성북구,성북동
5,11290555,25491.49,서울특별시,성북구,삼선동
5,11290575,19690.48,서울특별시,성북구,동선동
5,11290580,14348.17,서울특별시,성북구,돈암1동
5,11290590,11081.18,서울특별시,성북구,돈암2동
5,11290600,20306.44,서울특별시,성북구,안암동
5,11290610,19311.98,서울특별시,성북구,보문동
5,11290620,17067.82,서울특별시,성북구,정릉1동
5,11290630,22484.04,서울특별시,성북구,정릉2동
5,11290640,14504.11,서울특별시,성북구,정릉3동
5,11290650,25632.0,서울특별시,성북구,정릉4동
5,11290660,37989.89,서울특별시,성북구,길음1동
5,11290685,22110.0,서울특별시,성북구,길음2동
5,11290705,41406.84,서울특별시,성북구,종암동
5,11290715,26780.32,서울특별시,성북구,월곡1동
5,11290725,23495.66,서울특별시,성북구,월곡2동
5,11290760,26504.78,서울특별시,성북구,장위1동
5,11290770,13867.8,서울특별시,성북구,장위2동
5,11290780,14798.38,서울특별시,성북구,장위3동
5,11290810,32346.15,서울특별시,성북구,석관동
5,11305534,27785.68,서울특별시,강북구,삼양동
5,11305535,20956.07,서울특별시,강북구,미아동
5,11305545,32680.09,서울특별시,강북구,송중동
5,11305555,26788.73,서울특별시,강북구,송천동
5,11305575,27772.31,서울특별시,강북구,삼각산동
5,11305595,19375.77,서울특별시,강북구,번1동
5,11305603,17020.58,서울특별시,강북구,번2동
5,11305608,19226.87,서울특별시,강북구,번3동
5,11305615,18925.79,서울특별시,강북구,수유1동
5,11305625,22551.8,서울특별시,강북구,수유2동
5,11305635,25705.3,서울특별시,강북구,수유3동
5,11305645,23774.31,서울특별시,강북구,우이동
5,11305660,31265.44,서울특별시,강북구,인수동
5,11320511,26034.41,서울특별시,도봉구,창1동
5,11320512,31703.67,서울특별시,도봉구,창2동
5,11320513,12461.45,서울특별시,도봉구,창3동
5,11320514,30355.92,서울특별시,도봉구,창4동
5,11320515,24530.82,서울특별시,도봉구,창5동
5,11320521,23658.86,서울특별시,도봉구,도봉1동
5,11320522,27955.94,서울특별시,도봉구,도봉2동
5,11320660,20422.45,서울특별시,도봉구,쌍문1동
5,11320670,17082.65,서울특별시,도봉구,쌍문2동
5,11320680,16600.04,서울특별시,도봉구,쌍문3동
5,11320681,23396.53,서울특별시,도봉구,쌍문4동
5,11320690,28708.9,서울특별시,도봉구,방학1동
5,11320700,18698.04,서울특별시,도봉구,방학2동
5,11320710,27977.9,서울특별시,도봉구,방학3동
5,11350560,22861.62,서울특별시,노원구,월계1동
5,11350570,26627.39,서울특별시,노원구,월계2동
5,11350580,33428.0,서울특별시,노원구,월계3동
5,11350595,39727.84,서울특별시,노원구,공릉1동
5,11350600,47978.64,서울특별시,노원구,공릉2동
5,11350611,30005.8,서울특별시,노원구,하계1동
5,11350612,17488.9,서울특별시,노원구,하계2동
5,11350619,24975.16,서울특별시,노원구,중계본동
5,11350621,27900.14,서울특별시,노원구,중계1동
5,11350624,19724.76,서울특별시,노원구,중계4동
5,11350625,33625.41,서울특별시,노원구,중계2.3동
5,11350630,41945.09,서울특별시,노원구,상계1동
5,11350640,23468.35,서울특별시,노원구,상계2동
5,11350665,30721.66,서울특별시,노원구,상계3.4동
5,11350670,18624.68,서울특별시,노원구,상계5동
5,11350695,35805.13,서울특별시,노원구,상계6.7동
5,11350700,22230.58,서울특별시,노원구,상계8동
5,11350710,22194.33,서울특별시,노원구,상계9동
5,11350720,17592.33,서울특별시,노원구,상계10동
5,11380510,42155.5,서울특별시,은평구,녹번동
5,11380520,37352.33,서울특별시,은평구,불광1동
5,11380530,30753.39,서울특별시,은평구,불광2동
5,11380551,17926.35,서울특별시,은평구,갈현1동
5,11380552,27224.95,서울특별시,은평구,갈현2동
5,11380560,34239.07,서울특별시,은평구,구산동
5,11380570,33331.68,서울특별시,은평구,대조동
5,11380580,32744.73,서울특별시,은평구,응암1동
5,11380590,26144.87,서울특별시,은평구,응암2동
5,11380600,22926.79,서울특별시,은평구,응암3동
5,11380625,49502.74,서울특별시,은평구,역촌동
5,11380631,27581.95,서울특별시,은평구,신사1동
5,11380632,21130.4,서울특별시,은평구,신사2동
5,11380640,15453.93,서울특별시,은평구,증산동
5,11380650,22052.28,서울특별시,은평구,수색동
5,11380690,60952.63,서울특별시,은평구,진관동
5,11410520,17408.29,서울특별시,서대문구,천연동
5,11410555,9878.55,서울특별시,서대문구,북아현동
5,11410565,24613.67,서울특별시,서대문구,충현동
5,11410585,29799.92,서울특별시,서대문구,신촌동
5,11410615,38580.94,서울특별시,서대문구,연희동
5,11410620,27989.93,서울특별시,서대문구,홍제1동
5,11410640,20140.94,서울특별시,서대문구,홍제3동
5,11410655,12625.34,서울특별시,서대문구,홍제2동
5,11410660,23640.2,서울특별시,서대문구,홍은1동
5,11410685,27409.56,서울특별시,서대문구,홍은2동
5,11410690,14397.55,서울특별시,서대문구,남가좌1동
5,11410700,30088.69,서울특별시,서대문구,남가좌2동
5,11410710,18180.59,서울특별시,서대문구,북가좌1동
5,11410720,32790.02,서울특별시,서대문구,북가좌2동
5,11440555,27328.47,서울특별시,마포구,아현동
5,11440565,38646.61,서울특별시,마포구,공덕동
5,11440585,18395.43,서울특별시,마포구,도화동
5,11440590,21207.48,서울특별시,마포구,용강동
5,11440600,16647.91,서울특별시,마포구,대흥동
5,11440610,20837.43,서울특별시,마포구,염리동
5,11440630,23064.54,서울특별시,마포구,신수동
5,11440655,28379.14,서울특별시,마포구,서강동
5,11440660,32655.14,서울특별시,마포구,서교동
5,11440680,17061.86,서울특별시,마포구,합정동
5,11440690,20535.13,서울특별시,마포구,망원1동
5,11440700,19350.06,서울특별시,마포구,망원2동
5,11440710,14959.06,서울특별시,마포구,연남동
5,11440720,23421.29,서울특별시,마포구,성산1동
5,11440730,41093.0,서울특별시,마포구,성산2동
5,11440740,37985.07,서울특별시,마포구,상암동
5,11470510,31727.55,서울특별시,양천구,목1동
5,11470520,34409.11,서울특별시,양천구,목2동
5,11470530,16583.08,서울특별시,양천구,목3동
5,11470540,22889.46,서울특별시,양천구,목4동
5,11470550,44645.91,서울특별시,양천구,목5동
5,11470560,20618.08,서울특별시,양천구,신월1동
5,11470570,14444.11,서울특별시,양천구,신월2동
5,11470580,14547.58,서울특별시,양천구,신월3동
