TT,H_DNG_CD,SPOP,SIDO_NM,SGG_NM,ADMI_NM
0,11230730,25407.96,서울특별시,동대문구,휘경2동
0,11230740,23910.73,서울특별시,동대문구,이문1동
0,11230750,21197.84,서울특별시,동대문구,이문2동
0,11260520,26912.71,서울특별시,중랑구,면목2동
0,11260540,18666.46,서울특별시,중랑구,면목4동
0,11260550,14671.06,서울특별시,중랑구,면목5동
0,11260565,38501.3,서울특별시,중랑구,면목본동
0,11260570,24069.61,서울특별시,중랑구,면목7동
0,11260575,26124.8,서울특별시,중랑구,면목3.8동
0,11260580,21162.5,서울특별시,중랑구,상봉1동
0,11260590,25187.04,서울특별시,중랑구,상봉2동
0,11260600,19464.59,서울특별시,중랑구,중화1동
0,11260610,24792.14,서울특별시,중랑구,중화2동
0,11260620,33689.18,서울특별시,중랑구,묵1동
0,11260630,24577.01,서울특별시,중랑구,묵2동
0,11260655,43443.91,서울특별시,중랑구,망우본동
0,11260660,12591.03,서울특별시,중랑구,망우3동
0,11260680,39802.3,서울특별시,중랑구,신내1동
0,11260690,19188.66,서울특별시,중랑구,신내2동
0,11290525,21554.39,서울특별시,성북구,성북동
0,11290555,25415.51,서울특별시,성북구,삼선동
0,11290575,20846.02,서울특별시,성북구,동선동
0,11290580,14132.33,서울특별시,성북구,돈암1동
0,11290590,11024.02,서울특별시,성북구,돈암2동
0,11290600,20626.51,서울특별시,성북구,안암동
0,11290610,19036.27,서울특별시,성북구,보문동
0,11290620,16747.32,서울특별시,성북구,정릉1동
0,11290630,22314.93,서울특별시,성북구,정릉2동
0,11290640,14216.85,서울특별시,성북구,정릉3동
0,11290650,25429.97,서울특별시,성북구,정릉4동
0,11290660,37562.28,서울특별시,성북구,길음1동
0,11290685,21834.02,서울특별시,성북구,길음2동
0,11290705,41025.63,서울특별시,성북구,종암동
0,11290715,26575.0,서울특별시,성북구,월곡1동
0,11290725,23427.2,서울특별시,성북구,월곡2동
0,11290760,26282.11,서울특별시,성북구,장위1동
0,11290770,13373.02,서울특별시,성북구,장위2동
0,11290780,14630.58,서울특별시,성북구,장위3동
0,11290810,32203.71,서울특별시,성북구,석관동
0,11305534,27549.31,서울특별시,강북구,삼양동
0,11305535,20928.62,서울특별시,강북구,미아동
0,11305545,33517.84,서울특별시,강북구,송중동
0,11305555,26470.85,서울특별시,강북구,송천동
0,11305575,27601.2,서울특별시,강북구,삼각산동
0,11305595,19650.28,서울특별시,강북구,번1동
0,11305603,16658.22,서울특별시,강북구,번2동
0,11305608,19171.25,서울특별시,강북구,번3동
0,11305615,18584.06,서울특별시,강북구,수유1동
0,11305625,22680.02,서울특별시,강북구,수유2동
0,11305635,27573.62,서울특별시,강북구,수유3동
0,11305645,23380.88,서울특별시,강북구,우이동
0,11305660,30887.04,서울특별시,강북구,인수동
0,11320511,26107.11,서울특별시,도봉구,창1동
0,11320512,31593.8,서울특별시,도봉구,창2동
0,11320513,12356.08,서울특별시,도봉구,창3동
0,11320514,30507.17,서울특별시,도봉구,창4동
0,11320515,24435.59,서울특별시,도봉구,창5동
0,11320521,23364.13,서울특별시,도봉구,도봉1동
0,11320522,27855.81,서울특별시,도봉구,도봉2동
0,11320660,20177.16,서울특별시,도봉구,쌍문1동
0,11320670,17072.49,서울특별시,도봉구,쌍문2동
0,11320680,16421.78,서울특별시,도봉구,쌍문3동
0,11320681,23264.96,서울특별시,도봉구,쌍문4동
0,11320690,28904.74,서울특별시,도봉구,방학1동
0,11320700,18607.84,서울특별시,도봉구,방학2동
0,11320710,27665.13,서울특별시,도봉구,방학3동
